lexical_classes	Type	prop	age
adjectives	nice	0.38	15
other	night	0.29	15
other	no	0.96	15
function_words	none	0.21	15
nouns	nose	0.84	15
function_words	not	0.11	15
other	now	0.18	15
function_words	off	0.48	15
adjectives	old	0.04	15
function_words	on	0.44	15
verbs	open	0.55	15
nouns	orange (food)	0.38	15
function_words	other	0.11	15
other	ouch	0.53	15
function_words	out	0.48	15
nouns	outside	0.81	15
nouns	oven	0.3	15
nouns	owie/boo boo	0.35	15
nouns	owl	0.21	15
nouns	pajamas	0.55	15
nouns	pants	0.48	15
nouns	paper	0.38	15
nouns	park	0.34	15
nouns	party	0.13	15
nouns	noodles, spaghetti	0.41	15
other	pattycake	0.68	15
nouns	peas	0.33	15
other	peekaboo	0.89	15
nouns	pen	0.41	15
nouns	penguin	0.15	15
nouns	penny	0.17	15
other	people	0.26	15
other	person	0.12	15
nouns	picture	0.37	15
nouns	pig	0.41	15
nouns	pillow	0.43	15
nouns	pizza	0.27	15
nouns	plant	0.31	15
nouns	plate	0.33	15
verbs	play	0.5	15
nouns	play pen	0.28	15
other	please	0.44	15
nouns	pony	0.24	15
nouns	pool	0.33	15
nouns	potty	0.3	15
adjectives	pretty	0.37	15
verbs	pull	0.29	15
nouns	puppy	0.6	15
nouns	purse	0.4	15
verbs	push	0.39	15
verbs	put	0.44	15
other	quack quack	0.59	15
nouns	radio	0.29	15
nouns	rain	0.32	15
nouns	raisin	0.33	15
verbs	read	0.48	15
adjectives	red	0.07	15
nouns	refrigerator	0.53	15
verbs	ride	0.43	15
nouns	rock	0.38	15
nouns	rocking chair	0.32	15
verbs	run	0.32	15
function_words	same	0.06	15
verbs	say	0.38	15
adjectives	scared	0.1	15
nouns	school	0.18	15
nouns	scissors	0.17	15
verbs	see	0.56	15
nouns	sheep	0.28	15
other	shh/shush/hush	0.52	15
nouns	shirt	0.44	15
nouns	shoe	0.93	15
nouns	shorts	0.26	15
nouns	shovel	0.26	15
verbs	show	0.42	15
adjectives	sick	0.1	15
verbs	sing	0.41	15
nouns	sink	0.26	15
other	sister	0.29	15
nouns	sky	0.28	15
verbs	sleep	0.56	15
adjectives	sleepy	0.42	15
nouns	slide (object)	0.42	15
verbs	smile	0.44	15
nouns	snow	0.08	15
nouns	soap	0.42	15
nouns	sock	0.72	15
adjectives	soft	0.25	15
function_words	some	0.15	15
verbs	splash	0.4	15
nouns	spoon	0.63	15
nouns	squirrel	0.25	15
nouns	stairs	0.54	15
nouns	star	0.18	15
verbs	stop	0.59	15
nouns	store	0.41	15
nouns	stove	0.27	15
nouns	stroller	0.69	15
nouns	sun	0.23	15
nouns	sweater	0.24	15
verbs	swim	0.16	15
verbs	swing (action)	0.39	15
nouns	swing (object)	0.44	15
nouns	table	0.48	15
verbs	take	0.37	15
other	teacher	0.1	15
nouns	teddybear	0.61	15
nouns	telephone	0.69	15
other	thank you	0.65	15
function_words	that	0.32	15
function_words	there	0.38	15
adjectives	thirsty	0.43	15
function_words	this	0.28	15
verbs	throw	0.57	15
verbs	tickle	0.48	15
nouns	tiger	0.24	15
adjectives	tired	0.47	15
nouns	toast	0.37	15
other	today	0.03	15
nouns	toe	0.53	15
other	tomorrow	0.04	15
nouns	tongue	0.34	15
other	tonight	0.06	15
nouns	tooth	0.47	15
nouns	toothbrush	0.64	15
verbs	touch	0.42	15
nouns	towel	0.4	15
nouns	toy (object)	0.67	15
nouns	train	0.38	15
nouns	trash	0.5	15
nouns	tree	0.47	15
nouns	truck	0.53	15
nouns	tummy	0.61	15
nouns	turkey	0.17	15
nouns	turtle	0.27	15
nouns	tv	0.67	15
other	uh oh	0.81	15
other	uncle	0.18	15
function_words	under	0.31	15
function_words	up	0.62	15
nouns	vacuum	0.54	15
other	vroom	0.58	15
other	wait	0.41	15
verbs	walk	0.64	15
other	wanna/want to	0.38	15
verbs	wash	0.45	15
verbs	watch (action)	0.35	15
nouns	watch (object)	0.37	15
nouns	water (beverage)	0.58	15
nouns	water (not beverage)	0.68	15
adjectives	wet	0.38	15
function_words	what	0.39	15
function_words	when	0.04	15
function_words	where	0.39	15
function_words	who	0.22	15
function_words	why	0.08	15
nouns	window	0.46	15
verbs	wipe	0.37	15
other	woof woof	0.66	15
nouns	work (place)	0.2	15
verbs	write	0.2	15
nouns	backyard	0.39	15
other	yes	0.72	15
function_words	you	0.4	15
function_words	your	0.18	15
adjectives	yucky	0.46	15
other	yum yum	0.53	15
nouns	zipper	0.22	15
nouns	zoo	0.17	15
